0,0,210,1.5,5,1000,50
1,0,210,1.5,10,4800,400
2,0,210,8.69,15,6800,50
3,0,210,10.67,50,5200,200
4,0,210,12.72,5,5300,50
5,0,210,10.56,5,800,200
6,0,210,7.14,35,9600,300
7,0,210,12.92,30,6550,50
8,0,210,7.12,40,8000,500
9,0,210,5.04,5,3600,400
10,0,210,10.04,40,4000,500
11,0,210,4.84,50,7600,400
12,0,210,10.3,5,9100,350
13,0,210,5.18,25,4800,400
14,0,210,4.71,15,1800,200
15,0,210,8.07,45,1000,500
16,0,210,13.71,30,3300,300
17,0,210,14.82,25,1050,150
18,0,210,14.29,5,3900,300
19,0,210,5.24,50,4800,300
20,0,210,14.2,5,8000,400
21,0,210,12.68,10,6900,50
22,0,210,13.22,35,7600,400
23,0,210,14.99,45,3150,150
24,0,210,6.24,30,8700,300
25,0,210,7.06,45,4200,150
26,0,210,8.75,25,1800,150
27,0,210,3.58,30,450,450
28,0,210,8.72,25,7500,500
29,0,210,8.99,45,8750,350
30,0,210,3.66,15,1600,400
31,0,210,2.73,15,4150,50
32,0,210,1.86,40,2500,500
33,0,210,3.94,20,6750,450
34,0,210,3.53,35,4000,200
35,0,210,8.25,10,8700,300
36,0,210,9.47,50,1500,300
37,0,210,14.77,25,5700,100
38,0,210,4.9,25,9750,250
39,0,210,3.2,10,6400,200
40,0,210,3.21,35,8050,350
41,0,210,4.85,25,2200,200
42,0,210,1.88,50,1500,250
43,0,210,14.29,25,8900,100
44,0,210,2.74,10,3700,50
45,0,210,4.92,10,4800,400
46,0,210,6.22,25,9450,450
47,0,210,10.3,15,9100,350
48,0,210,4.88,45,5250,250
49,0,210,9.61,45,4800,400
50,0,210,14.34,35,8250,250
51,0,210,10.8,40,10000,500
52,0,210,12.99,15,5400,300
53,0,210,2.9,25,9000,300
54,0,210,7.44,40,7200,450
55,0,210,12.31,40,400,400
56,0,210,13.46,30,750,250
57,0,210,11.13,25,7000,350
58,0,210,4.19,50,9000,450
59,0,210,8.84,10,10000,250
60,0,210,4.41,25,5200,200
61,0,210,13.4,25,8250,250
62,0,210,6.43,15,2000,500
63,0,210,10.01,35,50,50
64,0,210,11.94,40,4200,200
65,0,210,10.71,35,8400,150
66,0,210,11.07,45,850,50
67,0,210,11.81,35,2250,150
68,0,210,2.59,20,9500,500
69,0,210,6.76,15,3150,350
70,0,210,11.99,40,3000,250
71,0,210,4.12,5,9900,100
72,0,210,4.79,45,4000,100
73,0,210,9.61,10,1800,450
74,0,210,14.84,15,1050,150
75,0,210,4.46,35,8050,350
76,0,210,10.9,40,6650,350
77,0,210,2.26,30,3300,150
78,0,210,10.95,10,5600,400
79,0,210,8.98,30,7200,200
80,0,210,3.43,10,8750,250
81,0,210,12.48,30,3200,400
82,0,210,3.33,30,6000,200
83,0,210,8.49,25,3750,150
84,0,210,6.81,25,4000,250
85,0,210,5.27,5,2600,200
86,0,210,10.57,35,7500,300
87,0,210,11.23,50,9500,250
88,0,210,5.84,25,6900,300
89,0,210,6.92,35,2000,500
90,0,210,10.55,20,5400,300
91,0,210,12.69,5,6450,150
92,0,210,8.87,50,9750,150
93,0,210,4.83,45,4900,350
94,0,210,12.53,5,7100,100
95,0,210,11.06,25,7800,300
96,0,210,14.89,35,7650,150
97,0,210,3.81,5,1000,250
98,0,210,3.7,50,7600,400
99,0,210,7.39,5,5400,300
100,0,210,2.4,30,2200,200
101,0,210,6.71,35,7350,350
102,0,210,8.77,15,4050,450
103,0,210,10.76,20,1050,50
104,0,210,8.53,40,600,150
105,0,210,2.45,10,3200,400
106,0,210,2.18,25,5250,250
107,0,210,7.53,10,8400,150
108,0,210,10.89,30,3500,350
109,0,210,2.28,50,300,300
110,0,210,13.06,5,5000,200
111,0,210,9.28,40,5600,350
112,0,210,1.98,10,2000,500
113,0,210,6.24,35,1400,350
114,0,210,8.96,50,8400,200
115,0,210,14.65,15,4350,150
116,0,210,12.48,45,7650,150
117,0,210,10.88,25,6750,150
118,0,210,3.07,15,5500,100
119,0,210,1.58,10,4500,300
120,0,210,2.61,35,8400,200
121,0,210,3.17,50,850,50
122,0,210,8.17,40,3000,500
123,0,210,6.36,40,7500,250
124,0,210,10.57,35,400,400
125,0,210,4.61,15,6600,300
126,0,210,9.82,20,2400,150
127,0,210,10.32,10,1600,400
128,0,210,2.14,35,9500,100
129,0,210,8.04,35,500,500
130,0,210,9.51,40,750,250
131,0,210,7.46,30,800,400
132,0,210,7.48,50,3500,250
133,0,210,7.52,40,1800,150
134,0,210,6.53,50,3000,500
135,0,210,2.45,10,1800,300
136,0,210,8.49,10,4050,450
137,0,210,7.22,20,6000,400
138,0,210,13.27,40,7200,450
139,0,210,6.75,50,3850,350
140,0,210,8.78,25,2500,250
141,0,210,2.62,25,3000,250
142,0,210,2.92,15,5400,450
143,0,210,10.53,45,7200,150
144,0,210,5.06,20,4600,50
145,0,210,4.64,40,250,250
146,0,210,5.09,35,2000,250
147,0,210,14.51,10,9600,400
148,0,210,3.81,35,3500,50
149,0,210,5.45,30,8550,450
150,0,210,11.31,20,6750,450
151,0,210,2.11,5,7700,100
152,0,210,2.33,30,2500,500
153,0,210,4.26,5,7350,350
154,0,210,8.18,15,4000,400
155,0,210,4.21,15,4750,250
156,0,210,13.13,50,500,250
157,0,210,8.57,5,6000,400
158,0,210,12.61,20,5400,150
159,0,210,7.31,25,10000,500
160,0,210,12.98,45,1600,200
161,0,210,14.97,35,9500,250
162,0,210,10.83,45,6000,300
163,0,210,3.65,50,1800,450
164,0,210,2.05,20,1000,100
165,0,210,8.5,5,8700,300
166,0,210,8.48,35,7200,400
167,0,210,1.81,10,3500,350
168,0,210,2.39,10,2500,500
169,0,210,6.63,30,300,100
170,0,210,10.83,40,800,400
171,0,210,9.46,50,4500,500
172,0,210,8.33,45,6500,500
173,0,210,11.27,30,1750,250
174,0,210,14.68,30,5400,150
175,0,210,10.93,35,5500,50
176,0,210,9.74,35,5750,250
177,0,210,9.45,25,5100,100
178,0,210,11.37,5,5250,50
179,0,210,5.83,5,1200,150
180,0,210,6.67,30,6300,300
181,0,210,14.13,40,5100,300
182,0,210,10.28,35,5000,250
183,0,210,7.98,40,3000,300
184,0,210,9.67,15,5600,400
185,0,210,14.17,15,6000,250
186,0,210,12.07,50,8400,350
187,0,210,8.62,15,9000,100
188,0,210,4.89,35,9400,50
189,0,210,5.22,45,9600,150
190,0,210,8.34,10,7250,250
191,0,210,7.39,10,1200,400
192,0,210,7.46,20,7650,150
193,0,210,6.07,20,5750,50
194,0,210,8.05,15,9800,100
195,0,210,13.17,25,8200,200
196,0,210,3.69,10,1500,50
197,0,210,7.82,20,4500,450
198,0,210,7.07,35,800,200
199,0,210,12.49,45,9500,500
200,0,210,11.9,10,600,300
201,0,210,12.34,30,3150,450
202,0,210,13.24,30,8200,200
203,0,210,8.6,50,6000,250
204,0,210,11.61,45,2000,200
205,0,210,11.53,40,900,450
